texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Muy recomendable! Una experiencia inolvidable para quienes visitamos por primera vez Costa Rica. Las vistas de los dos cráteres del volcán increíbles y la visita a la cascada La Paz, un espectáculo de la naturaleza. Hizimos parada en la finca de café y aprendimos mucho. El vehículo fue puntual, cómodo y limpio. Nuestro Guía Donald nos dio mucha información sobre el pais y su cultura. Excelente su combinación de idiomas al explicar. De verdad que gozamos. Gracias!!",5.0,parque,civitatis,07/31/2025,"Volcán Poás, Catarata de La Paz y finca de café",positiva
"Es un tour muy completo, muy bonito, con tiempo suficiente para recorrer y saber mas cosas de cada uno de los lugares y el guia y el chofer muy buenos, amables, gentiles y explicaban todo. Lo recomiendo totalmente",5.0,parque,civitatis,11/29/2025,"Volcán Poás, Catarata de La Paz y finca de café",positiva
"Desde la recogida hasta la vuelta a nuestro hotel, todo perfecto, max excelente guía, pudimos ver el volcan poas, la hacienda doka, tomar un rico desayuno y almorzar buffet en las cataratas. Más que satisfechos.",5.0,parque,civitatis,08/17/2025,"Volcán Poás, Catarata de La Paz y finca de café",positiva
"Muy agradable, buenisima comida show muy bonito recomendable",5.0,restaurante,civitatis,11/19/2025,Cena con espectáculo folclórico en Mirador Tiquicia,positiva
"Excelentes anfitriones, hermosa vista y muy bonito espectaculo",5.0,restaurante,civitatis,11/13/2025,Cena con espectáculo folclórico en Mirador Tiquicia,positiva
"Oscar Sandoval nos recogió puntual en el hotel. Finalmente fue un tour privado, primero por una plantación de café con una explicación corta pero detallada. Por las nuevas condiciones realizamos solos (sin el guia) la visita al volacán Poás. Después nos sugirió completar el tour (con otro coste) en las cataratas La Paz. En general ha sido un gran guía muy comprometido con explicaciones muy detalladas desde que nos subimos al coche, todo muy interesante.",5.0,parque,civitatis,06/18/2021,Excursión al Parque Nacional Volcán Poás,positiva
"En realidad no hicimos esta excursión sino la del volcán Irazú. Muy bien Ricardo, el guía, correcto, amable, bien informadi, y buen comunicador. Los sitios, todos interesantes. Hemos pasado un buen día.",4.0,parque,civitatis,04/20/2025,Excursión al Parque Nacional Volcán Poás,positiva
"Me encato la vista del volcan es muy bonito, el paisaje del volcan es precioso Frank la guia miy biena, nos explico un monton de cosas, muy atenta a todos, muy buena. Una excursion muy recomendable para visitar",5.0,parque,civitatis,04/09/2023,Excursión al Parque Nacional Volcán Poás,positiva
"Excelente guía, trato excepcional!",5.0,parque,civitatis,12/16/2022,Excursión al Parque Nacional Volcán Poás,positiva
"Tengo que decir que una de las experiencias mas lindas de Costa Rica, poder ver el volcan emanando gases. El guia Roger todo un anfitrion de calidad. El desayuno brindado fue riquisimo. Y llegas a buen tiempo a San Jose, excelente tour medio dia para aquellas personas que tienen que estar en el aeropuerto a las 3pm como fue mi caso. Los tiempos dan perfectamente.",5.0,parque,civitatis,03/04/2025,Excursión al Parque Nacional Volcán Poás,positiva
"Viaje con una tía mayor, la atención fue excelente, sobre todo para ella, la tomaron en cuenta en todo momento y le ayudaron a qué realizara todas las actividades Aparte de un chófer muy atento y actividades muy bien programadas",5.0,parque,civitatis,02/14/2026,Tour de aventura en Sarapiquí,positiva
"Una actividad super recomendable. Las vistas desde las tirolesas son magnífica, además de que pudimos ver monos y la naturaleza es espectacular. El rafting fue fenomenal, super divertido y aunque yo no se nadar, pude hacer la actividad sin ningún problema. La comida excelente, creo que este tour es imprescindible para los amantes de la naturaleza y la aventura.",5.0,parque,civitatis,06/02/2022,Tour de aventura en Sarapiquí,positiva
"Divertidísimo! Inolvidable! El Canopy se realiza entre árboles enormes y altísimos, lo que lo hace una experiencia única. El Rafting está increíble y padrísimo. El tour es para vivir pura adrenalina en medio de una majestuosa naturaleza. El personal es extremadamente profesional y amable. Recomendable al 1000%!!!!!",5.0,parque,civitatis,11/18/2018,Tour de aventura en Sarapiquí,positiva
Excelente. O guia foi muito legal e deu ótimas explicações sobre todos os lugares visitados.Traducir la opinión a español,5.0,parque,civitatis,04/02/2025,Visita guiada por San José,positiva
"Mejor imposible! Fue nuestra primera vez haciendo el rápel y fue una experiencia increíble! Enrique y Cris nuestros guías fueron fenomenales! Siempre preocupados por la seguridad de mi familia! Nos dieron trajes de neopreno qué sin duda fueron de gran ayuda! Vimos otros turistas con otras empresas que no les daban el tiempo, explicación y seguridad y parecía que traían prisa! No fue así con nuestra familia, disfrutamos el lugar y las actividades y es algo que sin duda volvería hacer!",5.0,parque,civitatis,08/07/2025,Rápel en el cañón El Silencio,positiva
"Viaje de catamaran con un trayecto de dos horas de duración, te sirven refrescos, cafe, fruta, musica con dj animado. Visita a la playa de Isla Tortuga, aunque el agua por estas fechas esta un poco sucia y mar revuelta.",4.0,parque,civitatis,10/07/2022,Excursión a Isla Tortuga en catamarán,positiva
"El servicio fue excelente. Todos súper amables, con gran actitud y todo el tiempo ayudando y guiando. Por supuesto un lugar espectacular.",5.0,parque,civitatis,07/21/2026,Excursión a Isla Tortuga en catamarán,positiva
Todo el grupo genial. Puntuales. Todos muy atentos. Mi marido iba con un pie algo lastimado y le aconsejaron que hiciera unicamente la segunda parte del rafting mas tranquila. Nuestro guía Jason cuidando que todo fuera bien. La actividad muy divertida y segura... aún cuando volcamos!! Comida rica. Muy recomendable.,5.0,parque,civitatis,03/23/2025,Rafting en La Fortuna,positiva
"Hicimos rafting en La Fortuna y, aunque al inicio tuvimos algunos inconvenientes con la organización, al final logramos realizar la actividad y la experiencia superó nuestras expectativas. Nuestro guía, Yaison, fue realmente amable, atento y divertido; nos transmitió mucha seguridad y nos hizo pasar momentos muy buenos durante todo el recorrido. El tránsito por el río fue excelente, lleno de paisajes hermosos, y Yaison nos iba explicando lo que veíamos, lo que hizo la experiencia aún más bonita",5.0,parque,civitatis,09/22/2025,Rafting en La Fortuna,positiva
"Jason y Bryan de la fortuna rafting fueron super simpáticos. Atención supe cercana al ser una empresa pequeña y en todo momento nos sentimos súper seguras. En el recorrido paramos a comer fruta tropical y al final nos llevaron a comer Casado. Incluso con lluvia, experiencia muy recomendable!",5.0,parque,civitatis,01/09/2025,Rafting en La Fortuna,positiva
"Muy auténtica, el monitor muy profesional, divertida, segura y comimos en una cantina local muy buena",5.0,parque,civitatis,08/12/2025,Rafting en La Fortuna,positiva
"Fue una experencia inolvidable. El equipo del Rafting fue muy amable, todo el tiempo ayudando y explicando la fauna y la flora. Al ser un grupo pequeño, el trato fue muy personal.",5.0,parque,civitatis,02/29/2024,Rafting en La Fortuna,positiva
"Muy interesante. Pablo fue muy buen guía. Me interesó todo más de lo que esperaba, probamos mucho chocolate y al final me llevé unas cuantas cositas de la tienda. Entender el proceso del cacao y la recogida del café, los tostados, y las dificultades para cultivarlo y en el mundo quién lo exporta, etc, me ha enseñado mucho. Además fue algo agradable y más relajado que las actividades que llevaba haciendo de caminatas y naturaleza más salvaje.",4.0,parque,civitatis,07/14/2026,Tour del café y el chocolate,positiva
"César fue el mejor guía que podía haber tenido! Me hizo un tour maravilloso, tranquilo y con una charla súper amena contándome muchísimas cosas sobre el cacao, café, etc. en Costa Rica. Probé el cacao, café, caña de azúcar... Pasear por la plantación. El chófer también fantástico. Todo fueron facilidades a pesar de que casi se cancela el tour y, menos mal que no, me llevo un recuerdo fantástico!",5.0,parque,civitatis,09/17/2025,Tour del café y el chocolate,positiva
Tuvimos la suerte de ser un grupo pequeño de 4 personas. El tour fue completamente en español. Nos impresionó la ignorancia que teníamos sobre el proceso de extracción del cacao. Nuestro guía explicaba minuciosamente cada parte. Súper recomendable si se quiere conocer más sobre el café y el chocolate. Las catas muy buenas.,5.0,parque,civitatis,02/17/2024,Tour del café y el chocolate,positiva
Muy recomendable. El guía Jonathan hizo que fuera una experiencia única. Nos enseñó muchísimas cosas que desconocíamos y para los sentidos fue especial. Gracias,5.0,parque,civitatis,08/27/2025,Tour del café y el chocolate,positiva
Muy bien. Explicación muy completa y todos muy antentos,5.0,parque,civitatis,07/07/2024,Tour del café y el chocolate,positiva
"Una experiencia inolvidable, disfrutamos mucho, aprendimos a ordeñar vaca entre otras cosas más como sobre el cacao la caña etc, después tuvimos un delicioso almuerzo campestre, nos sentimos como en familia con clemel y juan, nuestra Gia Daniela fue excelente, todos pasamos un rato súper inolvidable rodeados de animales, naturaleza y personas increíbles, lo recomiendo 100%",5.0,parque,civitatis,11/22/2021,Visita a una finca campesina,positiva
"Lugar maravillos. Antonio nos explico las acciones de su familia para cuidar la naturaleza y con Gabriel, el guía, nos enseñaron plantas medicinales, árboles frutales y vegetales; abejas nativas y animales de granja que rescatan y cuidan. Aperendimos el proceso del cacao, extracción de caña y fermentación, los degustamos. Ordeñamos una vaca y tomamos leche con chocolate. Al final una deliciosa comida tradicional. Todo fue inspirador y familiar. Transporte cómodo, excelente comunicación bilingüe",5.0,parque,civitatis,04/04/2025,Visita a una finca campesina,positiva
"Magnífico todo. Guía fantástica y encantadora. Rancho precioso, con la señora muy amable y gran cena!",5.0,parque,civitatis,09/23/2024,Senderismo nocturno con avistamiento de ranas,positiva
"La verdad que es un tour muy bueno. El guía,Diego sabía mucho de animales.Era muy muy cercano y participábamos en las explicaciones El conductor Óscar,también muy bien.Parecia que nos conocíamos de todas las vida. Muy recomendable.100%.",5.0,parque,civitatis,08/01/2024,Senderismo nocturno con avistamiento de ranas,positiva
Muy buena el guia Luis fenomenal,5.0,parque,civitatis,08/06/2021,Senderismo nocturno con avistamiento de ranas,positiva
"Los guías súper amables, la familia que nos recibió espectacular y la cena deliciosa",5.0,parque,civitatis,07/22/2026,Senderismo nocturno con avistamiento de ranas,positiva
"La atención de nuestro guía Albert fue excelente, resolvió todas nuestras dudas y nos explicó a detalle sobre los animales y la naturaleza a nuestro alrededor. A pesar de que el recorrido fue en inglés, es fácil de entender:).",5.0,parque,civitatis,11/16/2023,Senderismo nocturno con avistamiento de ranas,positiva
"El guia Frandel,mostró mucho interés en localizar los perezosos. Nos ha explicado muchas cosas. Muy recomendable.",5.0,parque,civitatis,12/28/2024,Visita al Parque de Observación de Perezosos,positiva
"La actividad ofreció vista de perezosos de dos y tres dedos, explicaciones, también sobre plantas, como el plátano rosa, vimos un ave que se camufla muy bien, se confunde con el tronco de un árbol. El guía Frandel, recomendable 100x100.",5.0,parque,civitatis,02/19/2024,Visita al Parque de Observación de Perezosos,positiva
Un poco apretada en los tiempos pero una experiencia totalmente recomendable. Joseph un guía excepcional,5.0,parque,civitatis,01/04/2024,Visita al Parque de Observación de Perezosos,positiva
"Excelente. Vimos perezosos, búhos, ranas venenosas, basilisco.... Nuestro guía Luis fantástico.",5.0,parque,civitatis,08/06/2021,Visita al Parque de Observación de Perezosos,positiva
"Muy buen guía, explicaciones buenas y personal amable.",5.0,parque,civitatis,07/20/2021,Visita al Parque de Observación de Perezosos,positiva
"Todo bonito conocimos mas de la cultura Costa Rica, la vida silvestre. La comida buena. La pasamos super.",4.0,parque,civitatis,06/17/2026,Excursión a Caño Negro,positiva
La excursión fue muy bien pero nos faltó la fruta fresca que indicaban en la reserva.,4.0,parque,civitatis,08/09/2025,Excursión a la Catarata Río Fortuna,positiva
El guía era muy bueno,5.0,parque,civitatis,12/09/2022,Excursión a la Catarata Río Fortuna,positiva
"Muy bonita experiencia. Los recomiendo al 100%. La guía es muy atenta, con excelente conocimiento de la zona. La catarata es hermosa y pudimos bañarnos y relajarnos un rato.",5.0,parque,civitatis,10/06/2025,Excursión a la Catarata Río Fortuna,positiva
